id,SalePrice
1461,132398.2632621247
1462,166765.8338448686
1463,170615.04743376514
1464,200741.9776483317
1465,198165.295557796
1466,174007.62044729953
1467,163960.74965457173
1468,170136.29653605694
1469,195254.79385431774
1470,121264.8213605773
1471,198141.23034939592
1472,93719.55875218549
1473,104041.27312071722
1474,149919.19891843977
1475,113559.4116406517
1476,376808.2829908342
1477,247080.8331607102
1478,298264.0781036258
1479,279712.7022425333
1480,500411.1530478835
1481,295492.76686932147
1482,204680.85818231548
1483,175272.90803454336
1484,158967.16213835942
1485,176761.0332495786
1486,198741.33291655738
1487,350899.7961464025
1488,237408.56331339266
1489,191859.025011411
1490,216446.35755836373
1491,190007.29525364542
1492,105638.76922742823
1493,185258.53145130666
1494,300996.08483758365
1495,293893.1866827849
1496,230663.07056168607
1497,168210.4781341323
1498,157860.37137215957
1499,150667.85919904214
1500,154671.6638702359
1501,176943.87768594024
1502,139798.20454323443
1503,270993.89123655047
1504,237126.97732361517
1505,226802.38323975934
1506,182324.71155985398
1507,237397.86856385457
1508,192570.94138595706
1509,168367.51020159537
1510,145952.38890490233
1511,143261.871343681
1512,167427.51252171275
1513,154396.82942943738
1514,146461.88783734597
1515,186419.22777116994
1516,164598.72801043378
1517,166691.32105475222
1518,135878.8003190147
1519,217489.35805476492
1520,133369.35173083114
1521,143071.57122197322
1522,173287.67261303953
1523,117794.6037906198
1524,132924.98568606534
1525,131150.68093903048
1526,122512.46560294917
1527,112645.54002881926
1528,132228.07572711507
1529,144100.28254726375
1530,179390.21053838107
1531,106366.49597019883
1532,100319.780238566
1533,149083.87755928704
1534,122649.648560876
1535,153941.70121391298
1536,117780.46205412608
1537,65731.25015712414
1538,188530.22820252835
1539,191225.83335000352
1540,103223.74850036971
1541,156514.6736028663
1542,135302.95626959254
1543,208266.04570462028
1544,91517.89360049232
1545,113829.72832441273
1546,126946.66938062356
1547,136987.37669929504
1548,132149.73829179638
1549,110786.9105596491
1550,138641.69250925878
1551,109422.96529135176
1552,133405.52598028595
1553,164111.57017604352
1554,123610.87298121808
1555,162301.11463881284
1556,81515.92373400716
1557,113561.90458792589
1558,99422.05268301665
1559,78690.65586700429
1560,134066.81037996645
1561,130706.00601338391
1562,123541.33857715689
1563,121550.53536714418
1564,159255.85175160822
1565,150356.91584790515
1566,224149.8630615786
1567,73131.09663373184
1568,224379.96706988808
1569,121848.30100268284
1570,143998.79957581067
1571,116147.3209368269
1572,146423.08771787625
1573,244400.6937313778
1574,107811.3800277854
1575,218461.46632304977
1576,243099.39534410991
1577,188486.27884126012
1578,156809.13155606968
1579,145543.63666281753
1580,180231.0584277418
1581,144525.06646011933
1582,128089.72054779099
1583,324137.8219124036
1584,230985.25884415713
1585,143526.2198839295
1586,77935.42370905117
1587,106098.7766748678
1588,145936.60948766957
1589,112761.57884388963
1590,135739.3986407825
1591,101720.57626876584
1592,120823.57966645433
1593,116954.49347096981
1594,125268.5184420715
1595,89235.18736316524
1596,216367.60053621823
1597,179006.49509902677
1598,196897.5509818991
1599,182393.2035949509
1600,181289.88803222528
1601,61133.88516051604
1602,127767.93614045021
1603,97343.50184475086
1604,260153.2674468097
1605,247830.48800284666
1606,177313.53013112448
1607,177427.8725310042
1608,193606.04426528292
1609,181734.83274180605
1610,140189.1105759325
1611,144696.51056985828
1612,161740.07310639255
1613,155842.41801696472
1614,118547.97869254871
1615,92004.71596297873
1616,78799.42646083378
1617,96641.8821381245
1618,124373.97582517762
1619,138839.1836912259
1620,123922.49481553087
1621,141516.10315757216
1622,137601.81435338932
1623,276076.1807625002
1624,225874.01530052847
1625,129636.31210952417
1626,170513.64249734578
1627,190487.80077414945
1628,277650.28220873035
1629,175423.93531979425
1630,333839.2552305185
1631,198891.81191495067
1632,237636.8598074719
1633,170225.54529715393
1634,178660.412890317
1635,180785.55332371662
1636,156047.75099949507
1637,176787.50388034273
1638,197104.99195931078
1639,181636.42467449082
1640,268454.4843094063
1641,186508.2730229367
1642,234801.56020848514
1643,224017.99600694655
1644,231140.86150016056
1645,180302.75337460233
1646,162665.44525755817
1647,166698.4165408917
1648,132454.99290227937
1649,138994.9293401244
1650,117246.44099281992
1651,119417.91628061148
1652,94540.68862355071
1653,100465.39491368501
1654,145795.66235660834
1655,142415.6374968829
1656,146868.7711829942
1657,148549.4548521952
1658,146285.03249626502
1659,125874.65179769082
1660,152507.19737292183
1661,464837.5185089063
1662,414278.221278294
1663,371583.5012992907
1664,505457.8955947142
1665,320446.5194662693
1666,334376.96388800617
1667,379804.780810916
1668,328848.1891698004
1669,288450.1549467485
1670,358210.83313691494
1671,246894.99137522
1672,441687.45744359837
1673,297137.4494779133
1674,244796.04683413962
1675,186454.03888058916
1676,188763.8992072921
1677,206352.57638367635
1678,505869.63914343953
1679,374372.45264789625
1680,333711.9617437503
1681,246269.1296307734
1682,302270.3849134896
1683,178192.99466013163
1684,169044.51072269797
1685,172489.8830075039
1686,170629.0549404499
1687,165490.01444251733
1688,195928.7416563749
1689,199192.44177379974
1690,197938.83665566554
1691,180411.82785716665
1692,252816.5283683226
1693,169492.32121648692
1694,182623.01728724202
1695,165296.0670946728
1696,278403.8345335251
1697,168471.76528486042
1698,344651.36084410787
1699,314637.2552089817
1700,243660.9978290498
1701,265553.5002457411
1702,250501.09851346354
1703,246694.49597234922
1704,297787.7201979174
1705,225996.1758479199
1706,395137.6645298022
1707,203308.94258284764
1708,190988.57101612168
1709,267794.9374591061
1710,225294.91561685692
1711,253565.99830826186
1712,237472.78478034158
1713,269682.4813393088
1714,223906.77776870178
1715,210656.5896392723
1716,181275.5710030133
1717,162029.1414413114
1718,131859.73230864544
1719,197725.94909699165
1720,257624.11496035158
1721,160961.67122988633
1722,130831.05149057569
1723,157082.0232599002
1724,204179.1757532381
1725,232445.753160283
1726,184569.42394968215
1727,167444.8519533681
1728,188774.53104403437
1729,162431.71552495475
1730,157583.30282801398
1731,121539.04019625169
1732,136652.22090494324
1733,127949.19857575229
1734,127070.85240740416
1735,135769.52899637225
1736,115360.66281905487
1737,311176.9498936272
1738,230695.5122606918
1739,236669.14652325012
1740,203783.9726907526
1741,176732.9512233937
1742,175342.3331305644
1743,175504.07771618967
1744,316776.30951451574
1745,222253.05267426756
1746,182815.60220905452
1747,217413.23910715894
1748,226378.3499314948
1749,150322.75585027167
1750,143913.82581003677
1751,236852.47067295024
1752,123374.49528710362
1753,145257.0061428412
1754,193836.9228374546
1755,173598.91576905787
1756,124248.36919905663
1757,123460.19851820034
1758,143259.9750562753
1759,163703.56782541538
1760,162370.67245199473
1761,146473.31608334227
1762,167135.19138770786
1763,189836.16460117846
1764,115804.42223736948
1765,177152.58882329596
1766,175275.38093852357
1767,225976.94523239785
1768,142614.88234685228
1769,183559.8207279046
1770,148093.89500376288
1771,134204.65844201297
1772,146512.8662880969
1773,132915.48997624038
1774,139128.7799357487
1775,140770.52794269132
1776,131275.69696777585
1777,113975.7430342573
1778,141270.5482328844
1779,118791.38305448618
1780,174691.7200975752
1781,129476.84800915535
1782,82560.02036908187
1783,147229.49130953717
1784,107762.96383347122
1785,131884.38779852513
1786,143072.88830447427
1787,170729.56137048
1788,59410.13596209748
1789,112790.26210031779
1790,73002.35906347223
1791,185352.8670716383
1792,165969.34182151087
1793,130903.62995137053
1794,149826.01042146972
1795,147914.90928950664
1796,130689.02170087035
1797,126346.09580959087
1798,126010.83118654221
1799,118080.622001572
1800,125614.32166910704
1801,124281.24870770378
1802,142466.44098413782
1803,154310.90625116063
1804,146683.61651376172
1805,138450.46546199088
1806,123314.24428671473
1807,136213.8298363204
1808,128482.82067579337
1809,123949.53184780864
1810,131526.25389795753
1811,90040.10139308631
1812,106417.66653145879
1813,125081.83839120771
1814,99620.73007895703
1815,57860.00235077099
1816,102496.16802144816
1817,122807.34147961807
1818,164986.4720776559
1819,120723.25943013027
1820,68112.5453590698
1821,114878.55684136084
1822,162002.09094151764
1823,60272.85880898772
1824,132105.86051834415
1825,126301.46514139196
1826,105296.02483207454
1827,109011.71160843916
1828,125254.76546049869
1829,118848.93534045908
1830,145705.67305666595
1831,157560.75102219763
1832,84202.04186984753
1833,130809.40388634067
1834,126255.12612103288
1835,128838.53951717973
1836,136336.84377978632
1837,98173.6462291167
1838,129418.7408437945
1839,96893.48013277592
1840,149246.0096654639
1841,143833.23867489034
1842,79115.84846086698
1843,143852.59194302122
1844,135363.05718214542
1845,145153.55054580022
1846,155482.7166444877
1847,165352.0756953743
1848,62246.90754345221
1849,114262.13050232403
1850,124601.68247418922
1851,162386.1056303741
1852,127520.17846878566
1853,133928.91824929058
1854,160533.2166556464
1855,155195.13882618438
1856,224904.79979732816
1857,169827.8318480149
1858,133867.56362194792
1859,118152.8780725013
1860,158452.38524623535
1861,118151.63134180677
1862,259688.33510526636
1863,242962.63331023406
1864,242962.63331023406
1865,320372.4825861626
1866,333187.9215020725
1867,223709.56538893373
1868,279728.89933954616
1869,206179.78937869405
1870,229909.28077215515
1871,242337.8251258133
1872,159151.92442697077
1873,220487.30614287252
1874,141726.10004809694
1875,183355.36528289478
1876,185235.69535424124
1877,213981.15980628983
1878,209826.40271981256
1879,140088.4613882193
1880,131891.7453355193
1881,247216.63856530545
1882,248525.30493601234
1883,193791.86524628842
1884,214289.1904359776
1885,244156.16773780275
1886,279731.94455232174
1887,207173.8752159167
1888,286411.90158728295
1889,156980.99992325285
1890,130338.27099386413
1891,138078.70857603027
1892,104143.27386528684
1893,132249.5208889861
1894,138557.04242552523
1895,140649.12705492173
1896,126039.33686856207
1897,115850.2881023086
1898,109810.64451354883
1899,147712.1719235069
1900,142432.7086792599
1901,158761.50537215892
1902,141067.60101241636
1903,198783.26673785897
1904,144494.51260130818
1905,188505.85023994197
1906,152173.40650932927
1907,202830.83653549151
1908,112523.36935042663
1909,135369.83780419664
1910,120103.19319791412
1911,200543.33698589192
1912,358139.4668090105
1913,140745.1312636628
1914,68314.06157131995
1915,277865.6995738164
1916,64590.07240220111
1917,252163.18138076022
1918,142433.049764087
1919,165304.4121047068
1920,143837.0117749324
1921,415477.0027892664
1922,336990.24759615917
1923,200036.89641582366
1924,225669.917157379
1925,204529.61488598137
1926,395008.6731315426
1927,139411.43547705744
1928,153321.18598678496
1929,130544.24396342767
1930,128972.41073382628
1931,144431.69894890167
1932,139494.92173426235
1933,168247.36341140687
1934,180430.02639506734
1935,180459.87525103806
1936,189996.51085016117
1937,185929.59414171963
1938,163443.7487479059
1939,234359.0099695611
1940,192899.99557740364
1941,176342.12299613058
1942,197902.92380456178
1943,198345.7099115315
1944,327411.4937642584
1945,402413.311670661
1946,139303.55824501577
1947,318422.31436852604
1948,193682.19866641585
1949,235106.30726253404
1950,182397.46773452536
1951,274187.40061804326
1952,225343.0282616174
1953,177055.34251989832
1954,179347.55328803574
1955,130405.2850154648
1956,321853.1354213863
1957,159422.90202024364
1958,314947.8982478654
1959,139050.1997604158
1960,115742.24170164387
1961,121546.02518663979
1962,97696.97564841193
1963,113229.42868046323
1964,108937.2658089776
1965,147065.7319147111
1966,140367.64497123702
1967,277059.1903845031
1968,378737.07979479595
1969,401053.494818943
1970,452042.51894665504
1971,455488.10116737563
1972,376162.1119021205
1973,247901.5323515544
1974,323274.66394231067
1975,506345.0368282864
1976,272492.75849537953
1977,359395.6477534404
1978,351136.29118288495
1979,312623.0733296421
1980,191393.88166780584
1981,362699.8960528388
1982,218486.39464836908
1983,201805.5101177612
1984,160788.1360316652
1985,215830.14382578235
1986,210903.26312319192
1987,179638.14152148314
1988,179788.67354494618
1989,194417.4287727953
1990,219126.63965233797
1991,216435.1495405447
1992,205904.29510556438
1993,168435.89161341026
1994,230385.3140290962
1995,175698.881009979
1996,251499.44837026187
1997,298001.84002336086
1998,339407.0239404162
1999,250798.49994929536
2000,305890.65300498134
2001,270648.05627685256
2002,234791.2150717176
2003,245600.22900826912
2004,269034.6343186122
2005,217506.33359313762
2006,219793.30612469453
2007,242920.07431417325
2008,202406.878764541
2009,200440.27031873082
2010,188955.44622957188
2011,135945.16763937258
2012,164343.7932339793
2013,183350.6099363178
2014,192887.22801582507
2015,198679.75227748908
2016,195595.0079159763
2017,201172.9508563174
2018,126235.01666467966
2019,135237.77262690934
2020,108786.49874306211
2021,110354.51211932798
2022,172278.61047968944
2023,143392.8328427092
2024,227745.48386930337
2025,365355.7596520283
2026,172839.36113178692
2027,152768.09118290816
2028,153895.67064030998
2029,170259.27533417134
2030,265205.2176706714
2031,240188.59144100334
2032,256412.07728392843
2033,254073.2671388925
2034,169697.44353161988
2035,193873.36734455606
2036,193809.41634842998
2037,195923.0952810575
2038,280622.78509520227
2039,226835.9360396511
2040,360067.41840463754
2041,302706.61692537926
2042,184743.18644451813
2043,166508.76360319974
2044,176013.67149256202
2045,227842.4110784373
2046,143349.9520589545
2047,146976.17089207997
2048,127435.94505251669
2049,138707.62351175922
2050,181975.02069673862
2051,101121.90574072005
2052,132784.58085550956
2053,148254.13693813773
2054,89266.86212153085
2055,151700.34860198142
2056,139021.2581504871
2057,124869.66214994896
2058,215384.51687409775
2059,127112.78893468798
2060,173089.22122577333
2061,181674.08550577448
2062,137517.97879565164
2063,117970.29415893031
2064,142778.54414945774
2065,129990.48163354221
2066,178187.71540480744
2067,103342.5439681462
2068,144589.3674282391
2069,90823.92571065448
2070,117129.10512056565
2071,91708.54789568578
2072,139887.60399508724
2073,132193.87076673706
2074,184714.2633475318
2075,159090.1836945657
2076,123159.47255394488
2077,155301.23262740648
2078,129974.99187120447
2079,131039.83894397592
2080,120042.70486920823
2081,128877.16731377933
2082,129910.30307147725
2083,140962.4768452674
2084,113768.76661836587
2085,125951.69456668705
2086,107737.87829481713
2087,121637.68803801826
2088,99885.3953835334
2089,71654.93245906809
2090,125780.06675372942
2091,116862.38876270775
2092,125082.74311519727
2093,121288.89373231896
2094,109998.37974963951
2095,153747.28753244714
2096,88634.50032305984
2097,118694.69244814171
2098,140477.3286988794
2099,59322.167467714135
2100,81277.2759849574
2101,115720.36375519744
2102,134681.62987105412
2103,107307.03450601977
2104,134731.67735023782
2105,126344.50627446281
2106,65425.32564662222
2107,201673.71417046065
2108,122786.70802442323
2109,117834.65458091655
2110,130627.6750284733
2111,143388.73223036187
2112,134742.7821556676
2113,124040.49690717696
2114,116884.86162613917
2115,160039.6164179891
2116,113655.41556467477
2117,155325.1887708548
2118,119650.2206205206
2119,111657.65121544788
2120,113301.67496240149
2121,94704.12213028515
2122,111717.00419465735
2123,87222.3756517604
2124,164248.05989227138
2125,129244.86467615172
2126,167026.8412766885
2127,158781.39129155307
2128,129089.56198685017
2129,97466.57748087446
2130,137860.41627826396
2131,138369.38388152688
2132,117089.54941443361
2133,123176.93936918356
2134,122495.25975850296
2135,102901.42007487713
2136,77767.02047667057
2137,123658.5105980337
2138,136839.85296131176
2139,155808.79024825222
2140,141701.22293717472
2141,141203.95798544394
2142,127415.82727857382
2143,142586.4240484419
2144,124768.51561187537
2145,144912.9170256731
2146,169939.80716417826
2147,138698.35167085964
2148,131034.2709198924
2149,153282.3127572254
2150,211121.64557211893
2151,112502.76847093126
2152,154237.55330330506
2153,162406.0150435337
2154,112080.36159224458
2155,143483.96135069604
2156,261209.5277402259
2157,228511.1869125655
2158,222411.32071212752
2159,189915.3112505883
2160,167006.16736724752
2161,242664.93730206916
2162,391119.59142542677
2163,363819.6705972611
2164,255088.6811275695
2165,191879.44777563887
2166,144303.98047403674
2167,215369.8582943884
2168,205667.99993849362
2169,198501.19478746396
2170,222511.4730967407
2171,151219.03124353668
2172,132128.69967004584
2173,167533.56693269237
2174,232139.40591598948
2175,300918.83408778696
2176,309356.7118277994
2177,262398.2090392677
2178,212632.37287478984
2179,141854.6674939916
2180,192270.08078984768
2181,194302.55541251236
2182,219703.8267904079
2183,193112.73907473043
2184,130989.6804649932
2185,121234.80181068183
2186,143117.11396721497
2187,153542.96527655827
2188,151135.85832974227
2189,226253.27838952548
2190,84136.1692527379
2191,88977.28923931005
2192,95298.02187681997
2193,113769.33421992247
2194,101507.88359920206
2195,112780.35718071113
2196,111763.20962717524
2197,119174.73928783185
2198,155262.59526131197
2199,162299.24628041714
2200,143743.95336169822
2201,153777.77823311952
2202,222923.69175526954
2203,134471.5527481636
2204,178195.9432200951
2205,119319.48953325351
2206,141794.18637169173
2207,192446.18232759985
2208,247115.96598803837
2209,202572.59519838195
2210,120581.8945840591
2211,118105.4218835074
2212,121891.24912094956
2213,110445.58935113595
2214,122307.59224439436
2215,104267.64822102882
2216,139468.09228001017
2217,68867.98081866457
2218,91154.47522261862
2219,89054.71984225616
2220,87495.9934619664
2221,290466.0970582855
2222,235400.12780479906
2223,294183.01126959885
2224,210451.06337660947
2225,122163.46937302755
2226,164419.83171974175
2227,203406.56876840387
2228,268926.3895830876
2229,242467.62798565853
2230,140763.2739810844
2231,206926.65223786727
2232,171237.37658879437
2233,181089.41949530403
2234,236389.73217927635
2235,210638.56965675188
2236,269084.32786775706
2237,351091.31030536676
2238,191129.38406508882
2239,111597.98602246014
2240,154361.77229973572
2241,154600.5915145675
2242,128216.96266582681
2243,125998.99766148982
2244,105505.63250440922
2245,99027.51219263881
2246,145537.70168710346
2247,108455.28876105342
2248,124621.05351949309
2249,121303.76505078112
2250,136409.09038600512
2251,115218.4285242251
2252,177513.72518619668
2253,151984.91435166955
2254,171774.0233728012
2255,187398.8356528857
2256,181064.40335625815
2257,187452.80477387115
2258,169037.15526051898
2259,170700.44850964003
2260,163823.10899741872
2261,171612.98773540897
2262,207650.23902943314
2263,332821.5290431426
2264,472627.9762772645
2265,174656.18903591408
2266,292061.2817140694
2267,370387.9838247402
2268,428984.7321840547
2269,151856.13347350626
2270,182241.36288584507
2271,239402.62461877867
2272,200881.95121828094
2273,167444.09058667172
2274,172995.54321169696
2275,165246.2005995334
2276,197093.0750713892
2277,181569.173869289
2278,146228.44235191992
2279,126462.78426888086
2280,122998.5232956655
2281,170620.62060683436
2282,179525.3000665203
2283,106249.65742700963
2284,110035.28161406516
2285,144766.7584296707
2286,127051.95074818825
2287,360491.5802999474
2288,273209.13279193954
2289,382052.0252904836
2290,492826.49969777145
2291,323857.3312061878
2292,450187.565555188
2293,494183.8363955246
2294,421344.3022951266
2295,471708.4548084058
2296,297378.42137384374
2297,309610.01260112476
2298,359085.12562117283
2299,375129.8226889555
2300,330304.9450367811
2301,274147.5986420496
2302,244460.9137684327
2303,233157.15317051593
2304,245047.90245335936
2305,182515.93606982566
2306,183714.1367401972
2307,179639.90332653094
2308,212901.91112778633
2309,288418.31182445365
2310,204747.26127136662
2311,191053.48575840425
